order_date,product_id,quantity,customer_id,product_name,unit_price,month,year,TotalRevenue,Weekday,Quarter,IsWeekend,First_Order_Date,Customer_Type,Sales_Category,Monthly_Sales_Growth
1997-03-04,60,20,FURIB,Camembert Pierrot,27.2,3,1997,544.0,1,1,weekday,1996-10-14,Returning Customer,Low,0.0
1997-03-05,24,25,VAFFE,Guaraná Fantástica,3.6,3,1997,90.0,2,1,weekday,1996-11-28,Returning Customer,High,0.0
1997-03-05,29,18,VAFFE,Thüringer Rostbratwurst,99.0,3,1997,1782.0,2,1,weekday,1996-11-28,Returning Customer,Low,0.0
1997-03-05,40,20,VAFFE,Boston Crab Meat,14.7,3,1997,294.0,2,1,weekday,1996-11-28,Returning Customer,Low,0.0
1997-03-05,45,30,VAFFE,Rogede sild,7.6,3,1997,228.0,2,1,weekday,1996-11-28,Returning Customer,High,0.0
1997-03-05,50,25,VAFFE,Valkoinen suklaa,13.0,3,1997,325.0,2,1,weekday,1996-11-28,Returning Customer,High,0.0
1997-03-06,11,10,COMMI,Queso Cabrales,16.8,3,1997,168.0,3,1,weekday,1996-08-27,Returning Customer,Low,0.0
1997-03-06,46,5,COMMI,Spegesild,9.6,3,1997,48.0,3,1,weekday,1996-08-27,Returning Customer,Low,0.0
1997-03-06,24,28,MAGAA,Guaraná Fantástica,3.6,3,1997,100.8,3,1,weekday,1996-08-07,Returning Customer,High,0.11999999999999988
1997-03-06,25,12,MAGAA,NuNuCa Nuß-Nougat-Creme,11.2,3,1997,134.39999999999998,3,1,weekday,1996-08-07,Returning Customer,Low,0.0
1997-03-07,30,8,KOENE,Nord-Ost Matjeshering,20.7,3,1997,165.6,4,1,weekday,1996-10-07,Returning Customer,Low,0.0
1997-03-07,43,15,KOENE,Ipoh Coffee,36.8,3,1997,552.0,4,1,weekday,1996-10-07,Returning Customer,Low,4.0
1997-03-10,2,40,WHITC,Chang,15.2,3,1997,608.0,0,1,weekday,1996-07-31,Returning Customer,High,0.0
1997-03-10,16,35,WHITC,Pavlova,13.9,3,1997,486.5,0,1,weekday,1996-07-31,Returning Customer,High,0.0
1997-03-10,44,2,WHITC,Gula Malacca,15.5,3,1997,31.0,0,1,weekday,1996-07-31,Returning Customer,Low,0.0
1997-03-11,18,30,BONAP,Carnarvon Tigers,50.0,3,1997,1500.0,1,1,weekday,1996-10-16,Returning Customer,High,0.0
1997-03-11,23,15,BONAP,Tunnbröd,7.2,3,1997,108.0,1,1,weekday,1996-10-16,Returning Customer,Low,-0.2857142857142858
1997-03-11,64,8,BONAP,Wimmers gute Semmelknödel,26.6,3,1997,212.8,1,1,weekday,1996-10-16,Returning Customer,Low,0.0
1997-03-11,7,30,BSBEV,Uncle Bob's Organic Dried Pears,24.0,3,1997,720.0,1,1,weekday,1996-08-26,Returning Customer,High,0.0
1997-03-11,56,20,BSBEV,Gnocchi di nonna Alice,30.4,3,1997,608.0,1,1,weekday,1996-08-26,Returning Customer,Low,-0.33333333333333337
1997-03-12,24,80,SEVES,Guaraná Fantástica,3.6,3,1997,288.0,2,1,weekday,1996-11-21,Returning Customer,High,1.8571428571428572
1997-03-12,51,18,SEVES,Manjimup Dried Apples,42.4,3,1997,763.1999999999999,2,1,weekday,1996-11-21,Returning Customer,Low,0.0
1997-03-13,33,12,ISLAT,Geitost,2.0,3,1997,24.0,3,1,weekday,1996-09-26,Returning Customer,Low,0.0
1997-03-13,71,12,ISLAT,Flotemysost,17.2,3,1997,206.39999999999998,3,1,weekday,1996-09-26,Returning Customer,Low,0.0
1997-03-13,14,12,PERIC,Tofu,18.6,3,1997,223.20000000000002,3,1,weekday,1996-10-04,Returning Customer,Low,0.0
1997-03-13,28,18,PERIC,Rössle Sauerkraut,36.4,3,1997,655.1999999999999,3,1,weekday,1996-10-04,Returning Customer,Low,0.0
1997-03-13,40,21,PERIC,Boston Crab Meat,14.7,3,1997,308.7,3,1,weekday,1996-10-04,Returning Customer,Low,0.050000000000000044
1997-03-13,75,10,PERIC,Rhönbräu Klosterbier,6.2,3,1997,62.0,3,1,weekday,1996-10-04,Returning Customer,Low,0.0
1997-03-14,31,35,SUPRD,Gorgonzola Telino,10.0,3,1997,350.0,4,1,weekday,1996-07-09,Returning Customer,High,0.0
1997-03-14,66,60,SUPRD,Louisiana Hot Spiced Okra,13.6,3,1997,816.0,4,1,weekday,1996-07-09,Returning Customer,High,0.0
1997-03-14,76,42,SUPRD,Lakkalikööri,14.4,3,1997,604.8000000000001,4,1,weekday,1996-07-09,Returning Customer,High,0.0
1997-03-17,55,2,HILAA,Pâté chinois,19.2,3,1997,38.4,0,1,weekday,1996-07-16,Returning Customer,Low,0.0
1997-03-17,70,12,HILAA,Outback Lager,12.0,3,1997,144.0,0,1,weekday,1996-07-16,Returning Customer,Low,0.0
1997-03-17,1,15,PRINI,Chai,14.4,3,1997,216.0,0,1,weekday,1996-10-23,Returning Customer,Low,0.0
1997-03-17,21,21,PRINI,Sir Rodney's Scones,8.0,3,1997,168.0,0,1,weekday,1996-10-23,Returning Customer,Low,0.0
1997-03-17,39,20,PRINI,Chartreuse verte,14.4,3,1997,288.0,0,1,weekday,1996-10-23,Returning Customer,Low,0.0
1997-03-18,10,20,VICTE,Ikura,24.8,3,1997,496.0,1,1,weekday,1996-07-08,Returning Customer,Low,0.0
1997-03-19,38,30,RATTC,Côte de Blaye,210.8,3,1997,6324.0,2,1,weekday,1996-07-22,Returning Customer,High,0.0
1997-03-19,53,28,RATTC,Perth Pasties,26.2,3,1997,733.6,2,1,weekday,1996-07-22,Returning Customer,High,0.0
1997-03-19,59,60,RATTC,Raclette Courdavault,44.0,3,1997,2640.0,2,1,weekday,1996-07-22,Returning Customer,High,0.0
1997-03-19,64,30,RATTC,Wimmers gute Semmelknödel,26.6,3,1997,798.0,2,1,weekday,1996-07-22,Returning Customer,High,2.75
1997-03-20,47,30,FOLIG,Zaanse koeken,7.6,3,1997,228.0,3,1,weekday,1997-01-08,Returning Customer,High,0.0
1997-03-20,59,12,FOLIG,Raclette Courdavault,44.0,3,1997,528.0,3,1,weekday,1997-01-08,Returning Customer,Low,-0.8
1997-03-20,49,24,RICAR,Maxilaku,16.0,3,1997,384.0,3,1,weekday,1996-08-22,Returning Customer,High,0.0
1997-03-20,60,40,RICAR,Camembert Pierrot,27.2,3,1997,1088.0,3,1,weekday,1996-08-22,Returning Customer,High,1.0
1997-03-21,40,10,LAZYK,Boston Crab Meat,14.7,3,1997,147.0,4,1,weekday,1997-03-21,New Customer,Low,-0.5238095238095237
1997-03-24,34,35,WHITC,Sasquatch Ale,11.2,3,1997,392.0,0,1,weekday,1996-07-31,Returning Customer,High,0.0
1997-03-24,77,30,WHITC,Original Frankfurter grüne Soße,10.4,3,1997,312.0,0,1,weekday,1996-07-31,Returning Customer,High,0.0
1997-03-24,21,14,BSBEV,Sir Rodney's Scones,8.0,3,1997,112.0,0,1,weekday,1996-08-26,Returning Customer,Low,-0.33333333333333337
1997-03-24,40,10,BSBEV,Boston Crab Meat,14.7,3,1997,147.0,0,1,weekday,1996-08-26,Returning Customer,Low,0.0
1997-03-24,51,3,BSBEV,Manjimup Dried Apples,42.4,3,1997,127.19999999999999,0,1,weekday,1996-08-26,Returning Customer,Low,-0.8333333333333334
1997-03-25,2,20,LINOD,Chang,15.2,3,1997,304.0,1,1,weekday,1997-01-06,Returning Customer,Low,-0.5
1997-03-25,3,20,LINOD,Aniseed Syrup,8.0,3,1997,160.0,1,1,weekday,1997-01-06,Returning Customer,Low,0.0
1997-03-25,55,30,LINOD,Pâté chinois,19.2,3,1997,576.0,1,1,weekday,1997-01-06,Returning Customer,High,14.0
1997-03-25,70,60,LINOD,Outback Lager,12.0,3,1997,720.0,1,1,weekday,1997-01-06,Returning Customer,High,4.0
1997-03-26,11,5,HILAA,Queso Cabrales,16.8,3,1997,84.0,2,1,weekday,1996-07-16,Returning Customer,Low,-0.5
1997-03-26,51,25,HILAA,Manjimup Dried Apples,42.4,3,1997,1060.0,2,1,weekday,1996-07-16,Returning Customer,High,7.333333333333334
1997-03-26,74,16,HILAA,Longlife Tofu,8.0,3,1997,128.0,2,1,weekday,1996-07-16,Returning Customer,Low,0.0
1997-03-26,19,5,QUEEN,Teatime Chocolate Biscuits,7.3,3,1997,36.5,2,1,weekday,1996-12-04,Returning Customer,Low,-0.7619047619047619
1997-03-26,26,30,QUEEN,Gumbär Gummibärchen,24.9,3,1997,747.0,2,1,weekday,1996-12-04,Returning Customer,High,0.0
1997-03-26,54,24,QUEEN,Tourtière,5.9,3,1997,141.60000000000002,2,1,weekday,1996-12-04,Returning Customer,High,0.0
1997-03-27,59,30,FRANK,Raclette Courdavault,44.0,3,1997,1320.0,3,1,weekday,1996-07-29,Returning Customer,High,1.5
1997-03-27,73,20,FRANK,Röd Kaviar,12.0,3,1997,240.0,3,1,weekday,1996-07-29,Returning Customer,Low,0.0
1997-03-28,11,15,PICCO,Queso Cabrales,16.8,3,1997,252.0,4,1,weekday,1996-11-13,Returning Customer,Low,2.0
1997-03-28,16,18,PICCO,Pavlova,13.9,3,1997,250.20000000000002,4,1,weekday,1996-11-13,Returning Customer,Low,-0.48571428571428565
1997-03-31,59,60,HILAA,Raclette Courdavault,44.0,3,1997,2640.0,0,1,weekday,1996-07-16,Returning Customer,High,1.0
1997-03-31,68,30,HILAA,Scottish Longbreads,10.0,3,1997,300.0,0,1,weekday,1996-07-16,Returning Customer,High,0.0
1997-03-31,75,36,HILAA,Rhönbräu Klosterbier,6.2,3,1997,223.20000000000002,0,1,weekday,1996-07-16,Returning Customer,High,2.6
1997-03-31,44,15,FURIB,Gula Malacca,15.5,3,1997,232.5,0,1,weekday,1996-10-14,Returning Customer,Low,6.5
1997-03-31,77,7,FURIB,Original Frankfurter grüne Soße,10.4,3,1997,72.8,0,1,weekday,1996-10-14,Returning Customer,Low,-0.7666666666666666
1997-04-01,25,60,BOTTM,NuNuCa Nuß-Nougat-Creme,11.2,4,1997,672.0,1,2,weekday,1996-12-20,Returning Customer,High,0.0
1997-04-01,42,20,BOTTM,Singaporean Hokkien Fried Mee,11.2,4,1997,224.0,1,2,weekday,1996-12-20,Returning Customer,Low,0.0
1997-04-02,65,15,LAMAI,Louisiana Fiery Hot Pepper Sauce,16.8,4,1997,252.0,2,2,weekday,1996-11-11,Returning Customer,Low,0.0
1997-04-02,66,10,LAMAI,Louisiana Hot Spiced Okra,13.6,4,1997,136.0,2,2,weekday,1996-11-11,Returning Customer,Low,0.0
1997-04-02,69,10,LAMAI,Gudbrandsdalsost,28.8,4,1997,288.0,2,2,weekday,1996-11-11,Returning Customer,Low,0.0
1997-04-02,56,30,COMMI,Gnocchi di nonna Alice,30.4,4,1997,912.0,2,2,weekday,1996-08-27,Returning Customer,High,0.0
1997-04-03,23,10,LAUGB,Tunnbröd,7.2,4,1997,72.0,3,2,weekday,1997-04-03,New Customer,Low,0.0
1997-04-03,41,20,LAUGB,Jack's New England Clam Chowder,7.7,4,1997,154.0,3,2,weekday,1997-04-03,New Customer,Low,0.0
1997-04-03,77,5,LAUGB,Original Frankfurter grüne Soße,10.4,4,1997,52.0,3,2,weekday,1997-04-03,New Customer,Low,0.0
1997-04-04,31,20,TRADH,Gorgonzola Telino,10.0,4,1997,200.0,4,2,weekday,1996-08-28,Returning Customer,Low,0.0
1997-04-04,56,14,LEHMS,Gnocchi di nonna Alice,30.4,4,1997,425.59999999999997,4,2,weekday,1996-08-13,Returning Customer,Low,-0.5333333333333334
1997-04-04,72,25,LEHMS,Mozzarella di Giovanni,27.8,4,1997,695.0,4,2,weekday,1996-08-13,Returning Customer,High,0.0
1997-04-04,77,25,LEHMS,Original Frankfurter grüne Soße,10.4,4,1997,260.0,4,2,weekday,1996-08-13,Returning Customer,High,4.0
1997-04-07,24,14,HILAA,Guaraná Fantástica,4.5,4,1997,63.0,0,2,weekday,1996-07-16,Returning Customer,Low,0.0
1997-04-07,40,5,HILAA,Boston Crab Meat,18.4,4,1997,92.0,0,2,weekday,1996-07-16,Returning Customer,Low,0.0
1997-04-07,42,30,HILAA,Singaporean Hokkien Fried Mee,14.0,4,1997,420.0,0,2,weekday,1996-07-16,Returning Customer,High,0.875
1997-04-08,28,20,LILAS,Rössle Sauerkraut,45.6,4,1997,912.0,1,2,weekday,1996-08-16,Returning Customer,Low,0.0
1997-04-08,49,25,LILAS,Maxilaku,20.0,4,1997,500.0,1,2,weekday,1996-08-16,Returning Customer,High,0.0
1997-04-09,15,12,LAMAI,Genen Shouyu,15.5,4,1997,186.0,2,2,weekday,1996-11-11,Returning Customer,Low,0.0
1997-04-09,28,8,LAMAI,Rössle Sauerkraut,45.6,4,1997,364.8,2,2,weekday,1996-11-11,Returning Customer,Low,-0.6
1997-04-09,54,20,BLAUS,Tourtière,7.45,4,1997,149.0,2,2,weekday,1997-04-09,New Customer,Low,0.0
1997-04-10,45,21,PERIC,Rogede sild,9.5,4,1997,199.5,3,2,weekday,1996-10-04,Returning Customer,Low,0.0
1997-04-10,53,6,PERIC,Perth Pasties,32.8,4,1997,196.79999999999998,3,2,weekday,1996-10-04,Returning Customer,Low,0.0
1997-04-10,67,30,PERIC,Laughing Lumberjack Lager,14.0,4,1997,420.0,3,2,weekday,1996-10-04,Returning Customer,High,0.0
1997-04-11,14,70,HUNGO,Tofu,23.25,4,1997,1627.5,4,2,weekday,1996-09-05,Returning Customer,High,0.0
1997-04-11,65,20,HUNGO,Louisiana Fiery Hot Pepper Sauce,21.05,4,1997,421.0,4,2,weekday,1996-09-05,Returning Customer,Low,0.6706349206349207
1997-04-11,2,12,WHITC,Chang,19.0,4,1997,228.0,4,2,weekday,1996-07-31,Returning Customer,Low,0.0
1997-04-11,21,12,WHITC,Sir Rodney's Scones,10.0,4,1997,120.0,4,2,weekday,1996-07-31,Returning Customer,Low,0.0
1997-04-11,53,10,WHITC,Perth Pasties,32.8,4,1997,328.0,4,2,weekday,1996-07-31,Returning Customer,Low,0.6666666666666667
1997-04-11,61,25,WHITC,Sirop d'érable,28.5,4,1997,712.5,4,2,weekday,1996-07-31,Returning Customer,High,0.0
1997-04-14,62,3,MEREP,Tarte au sucre,49.3,4,1997,147.89999999999998,0,2,weekday,1996-10-17,Returning Customer,Low,0.0
1997-04-15,25,18,KOENE,NuNuCa Nuß-Nougat-Creme,14.0,4,1997,252.0,1,2,weekday,1996-10-07,Returning Customer,Low,-0.625
1997-04-15,70,14,KOENE,Outback Lager,15.0,4,1997,210.0,1,2,weekday,1996-10-07,Returning Customer,Low,0.0
1997-04-15,43,15,ANTON,Ipoh Coffee,46.0,4,1997,690.0,1,2,weekday,1996-11-27,Returning Customer,Low,0.0
1997-04-15,48,15,ANTON,Chocolade,12.75,4,1997,191.25,1,2,weekday,1996-11-27,Returning Customer,Low,0.0
1997-04-16,13,10,OTTIK,Konbu,6.0,4,1997,60.0,2,2,weekday,1996-07-19,Returning Customer,Low,0.0
1997-04-16,39,10,OTTIK,Chartreuse verte,18.0,4,1997,180.0,2,2,weekday,1996-07-19,Returning Customer,Low,0.0
1997-04-17,28,3,BLAUS,Rössle Sauerkraut,45.6,4,1997,136.8,3,2,weekday,1997-04-09,Returning Customer,Low,-0.625
1997-04-18,29,36,SAVEA,Thüringer Rostbratwurst,123.79,4,1997,4456.4400000000005,4,2,weekday,1996-10-08,Returning Customer,High,0.0
1997-04-18,75,36,SAVEA,Rhönbräu Klosterbier,7.75,4,1997,279.0,4,2,weekday,1996-10-08,Returning Customer,High,0.0
1997-04-18,4,50,BONAP,Chef Anton's Cajun Seasoning,22.0,4,1997,1100.0,4,2,weekday,1996-10-16,Returning Customer,High,0.0
1997-04-18,7,50,BONAP,Uncle Bob's Organic Dried Pears,30.0,4,1997,1500.0,4,2,weekday,1996-10-16,Returning Customer,High,0.0
1997-04-18,8,10,BONAP,Northwoods Cranberry Sauce,40.0,4,1997,400.0,4,2,weekday,1996-10-16,Returning Customer,Low,0.0
1997-04-21,24,10,FAMIA,Guaraná Fantástica,4.5,4,1997,45.0,0,2,weekday,1996-11-06,Returning Customer,Low,-0.2857142857142857
1997-04-21,46,9,FAMIA,Spegesild,12.0,4,1997,108.0,0,2,weekday,1996-11-06,Returning Customer,Low,0.0
1997-04-21,47,6,FAMIA,Zaanse koeken,9.5,4,1997,57.0,0,2,weekday,1996-11-06,Returning Customer,Low,0.0
1997-04-21,60,12,FAMIA,Camembert Pierrot,34.0,4,1997,408.0,0,2,weekday,1996-11-06,Returning Customer,Low,0.0
1997-04-22,21,40,WANDK,Sir Rodney's Scones,10.0,4,1997,400.0,1,2,weekday,1996-09-09,Returning Customer,High,2.3333333333333335
1997-04-22,32,50,WANDK,Mascarpone Fabioli,32.0,4,1997,1600.0,1,2,weekday,1996-09-09,Returning Customer,High,0.0
1997-04-22,61,15,WANDK,Sirop d'érable,28.5,4,1997,427.5,1,2,weekday,1996-09-09,Returning Customer,Low,-0.4
1997-04-22,20,39,ERNSH,Sir Rodney's Marmalade,81.0,4,1997,3159.0,1,2,weekday,1996-07-17,Returning Customer,High,0.0
1997-04-22,28,35,ERNSH,Rössle Sauerkraut,45.6,4,1997,1596.0,1,2,weekday,1996-07-17,Returning Customer,High,10.666666666666666
1997-04-22,56,70,ERNSH,Gnocchi di nonna Alice,38.0,4,1997,2660.0,1,2,weekday,1996-07-17,Returning Customer,High,5.250000000000001
1997-04-22,65,39,ERNSH,Louisiana Fiery Hot Pepper Sauce,21.05,4,1997,820.95,1,2,weekday,1996-07-17,Returning Customer,High,0.9500000000000002
1997-04-22,75,50,ERNSH,Rhönbräu Klosterbier,7.75,4,1997,387.5,1,2,weekday,1996-07-17,Returning Customer,High,0.38888888888888884
1997-04-23,9,16,QUICK,Mishi Kobe Niku,97.0,4,1997,1552.0,2,2,weekday,1996-08-05,Returning Customer,Low,0.0
1997-04-23,16,50,QUICK,Pavlova,17.45,4,1997,872.5,2,2,weekday,1996-08-05,Returning Customer,High,0.0
1997-04-23,27,120,QUICK,Schoggi Schokolade,43.9,4,1997,5268.0,2,2,weekday,1996-08-05,Returning Customer,High,0.0
1997-04-23,33,16,QUICK,Geitost,2.5,4,1997,40.0,2,2,weekday,1996-08-05,Returning Customer,Low,0.0
1997-04-23,60,84,QUICK,Camembert Pierrot,34.0,4,1997,2856.0,2,2,weekday,1996-08-05,Returning Customer,High,6.0
1997-04-24,18,25,HUNGO,Carnarvon Tigers,62.5,4,1997,1562.5,3,2,weekday,1996-09-05,Returning Customer,High,0.0
1997-04-24,41,80,HUNGO,Jack's New England Clam Chowder,9.65,4,1997,772.0,3,2,weekday,1996-09-05,Returning Customer,High,4.012987012987013
1997-04-24,42,20,HUNGO,Singaporean Hokkien Fried Mee,14.0,4,1997,280.0,3,2,weekday,1996-09-05,Returning Customer,Low,-0.33333333333333337
1997-04-24,52,6,NORTS,Filo Mix,7.0,4,1997,42.0,3,2,weekday,1997-04-24,New Customer,Low,0.0
1997-04-24,59,4,NORTS,Raclette Courdavault,55.0,4,1997,220.0,3,2,weekday,1997-04-24,New Customer,Low,0.0
1997-04-24,70,6,NORTS,Outback Lager,15.0,4,1997,90.0,3,2,weekday,1997-04-24,New Customer,Low,-0.5714285714285714
1997-04-25,24,5,TORTU,Guaraná Fantástica,4.5,4,1997,22.5,4,2,weekday,1996-08-08,Returning Customer,Low,-0.5
1997-04-25,38,15,TORTU,Côte de Blaye,263.5,4,1997,3952.5,4,2,weekday,1996-08-08,Returning Customer,Low,0.0
1997-04-25,44,9,TORTU,Gula Malacca,19.45,4,1997,175.04999999999998,4,2,weekday,1996-08-08,Returning Customer,Low,0.0
1997-04-28,10,16,CHOPS,Ikura,31.0,4,1997,496.0,0,2,weekday,1996-07-11,Returning Customer,Low,0.0
1997-04-28,56,40,CHOPS,Gnocchi di nonna Alice,38.0,4,1997,1520.0,0,2,weekday,1996-07-11,Returning Customer,High,-0.4285714285714286
1997-04-28,60,10,CHOPS,Camembert Pierrot,34.0,4,1997,340.0,0,2,weekday,1996-07-11,Returning Customer,Low,-0.8809523809523809
1997-04-29,24,8,SANTG,Guaraná Fantástica,4.5,4,1997,36.0,1,2,weekday,1996-12-18,Returning Customer,Low,0.6000000000000001
1997-04-29,53,5,SANTG,Perth Pasties,32.8,4,1997,164.0,1,2,weekday,1996-12-18,Returning Customer,Low,-0.5
1997-04-29,35,3,CACTU,Steeleye Stout,18.0,4,1997,54.0,1,2,weekday,1997-04-29,New Customer,Low,0.0
1997-04-29,41,10,CACTU,Jack's New England Clam Chowder,9.65,4,1997,96.5,1,2,weekday,1997-04-29,New Customer,Low,-0.875
1997-04-29,68,6,CACTU,Scottish Longbreads,12.5,4,1997,75.0,1,2,weekday,1997-04-29,New Customer,Low,0.0
1997-04-30,1,40,LEHMS,Chai,18.0,4,1997,720.0,2,2,weekday,1996-08-13,Returning Customer,High,0.0
1997-04-30,8,24,LEHMS,Northwoods Cranberry Sauce,40.0,4,1997,960.0,2,2,weekday,1996-08-13,Returning Customer,High,1.4
1997-04-30,30,20,LEHMS,Nord-Ost Matjeshering,25.89,4,1997,517.8,2,2,weekday,1996-08-13,Returning Customer,Low,0.0
1997-04-30,40,25,LEHMS,Boston Crab Meat,18.4,4,1997,459.99999999999994,2,2,weekday,1996-08-13,Returning Customer,High,3.999999999999999
1997-05-01,17,25,SEVES,Alice Mutton,39.0,5,1997,975.0,3,2,weekday,1996-11-21,Returning Customer,High,0.0
1997-05-01,20,15,SEVES,Sir Rodney's Marmalade,81.0,5,1997,1215.0,3,2,weekday,1996-11-21,Returning Customer,Low,0.0
1997-05-01,37,18,SEVES,Gravad lax,26.0,5,1997,468.0,3,2,weekday,1996-11-21,Returning Customer,Low,0.0
1997-05-01,41,6,SEVES,Jack's New England Clam Chowder,9.65,5,1997,57.900000000000006,3,2,weekday,1996-11-21,Returning Customer,Low,0.0
1997-05-01,10,2,BERGS,Ikura,31.0,5,1997,62.0,3,2,weekday,1996-08-12,Returning Customer,Low,0.0
1997-05-01,30,10,BERGS,Nord-Ost Matjeshering,25.89,5,1997,258.9,3,2,weekday,1996-08-12,Returning Customer,Low,0.0
1997-05-01,43,60,BERGS,Ipoh Coffee,46.0,5,1997,2760.0,3,2,weekday,1996-08-12,Returning Customer,High,0.0
1997-05-01,54,15,BERGS,Tourtière,7.45,5,1997,111.75,3,2,weekday,1996-08-12,Returning Customer,Low,0.0
1997-05-02,36,30,BONAP,Inlagd Sill,19.0,5,1997,570.0,4,2,weekday,1996-10-16,Returning Customer,High,0.0
1997-05-02,40,15,BONAP,Boston Crab Meat,18.4,5,1997,276.0,4,2,weekday,1996-10-16,Returning Customer,Low,0.0
1997-05-05,1,8,WARTH,Chai,18.0,5,1997,144.0,0,2,weekday,1996-07-26,Returning Customer,Low,0.0
1997-05-05,13,10,WARTH,Konbu,6.0,5,1997,60.0,0,2,weekday,1996-07-26,Returning Customer,Low,0.0
1997-05-05,56,30,WARTH,Gnocchi di nonna Alice,38.0,5,1997,1140.0,0,2,weekday,1996-07-26,Returning Customer,High,0.0
1997-05-05,4,50,QUICK,Chef Anton's Cajun Seasoning,22.0,5,1997,1100.0,0,2,weekday,1996-08-05,Returning Customer,High,0.0
1997-05-05,36,30,QUICK,Inlagd Sill,19.0,5,1997,570.0,0,2,weekday,1996-08-05,Returning Customer,High,0.0
1997-05-06,11,3,GREAL,Queso Cabrales,21.0,5,1997,63.0,1,2,weekday,1997-05-06,New Customer,Low,0.0
1997-05-06,33,8,GREAL,Geitost,2.5,5,1997,20.0,1,2,weekday,1997-05-06,New Customer,Low,0.0
1997-05-06,72,9,GREAL,Mozzarella di Giovanni,34.8,5,1997,313.2,1,2,weekday,1997-05-06,New Customer,Low,0.0
1997-05-07,55,14,MAISD,Pâté chinois,24.0,5,1997,336.0,2,2,weekday,1997-05-07,New Customer,Low,0.0
1997-05-07,68,20,MAISD,Scottish Longbreads,12.5,5,1997,250.0,2,2,weekday,1997-05-07,New Customer,Low,0.0
1997-05-07,69,10,MAISD,Gudbrandsdalsost,36.0,5,1997,360.0,2,2,weekday,1997-05-07,New Customer,Low,0.0
1997-05-08,17,40,PICCO,Alice Mutton,39.0,5,1997,1560.0,3,2,weekday,1996-11-13,Returning Customer,High,0.6000000000000001
1997-05-08,43,25,PICCO,Ipoh Coffee,46.0,5,1997,1150.0,3,2,weekday,1996-11-13,Returning Customer,High,-0.5833333333333333
1997-05-08,61,20,PICCO,Sirop d'érable,28.5,5,1997,570.0,3,2,weekday,1996-11-13,Returning Customer,Low,0.0
1997-05-08,76,50,PICCO,Lakkalikööri,18.0,5,1997,900.0,3,2,weekday,1996-11-13,Returning Customer,High,0.0
1997-05-08,59,2,OCEAN,Raclette Courdavault,55.0,5,1997,110.0,3,2,weekday,1997-01-09,Returning Customer,Low,0.0
1997-05-09,30,15,EASTC,Nord-Ost Matjeshering,25.89,5,1997,388.35,4,2,weekday,1996-11-26,Returning Customer,Low,0.5000000000000002
1997-05-09,66,24,EASTC,Louisiana Hot Spiced Okra,17.0,5,1997,408.0,4,2,weekday,1996-11-26,Returning Customer,High,0.0
1997-05-12,4,50,FOLKO,Chef Anton's Cajun Seasoning,22.0,5,1997,1100.0,0,2,weekday,1996-07-24,Returning Customer,High,0.0
1997-05-12,72,24,FOLKO,Mozzarella di Giovanni,34.8,5,1997,835.1999999999999,0,2,weekday,1996-07-24,Returning Customer,High,1.6666666666666665
1997-05-12,73,24,FOLKO,Röd Kaviar,15.0,5,1997,360.0,0,2,weekday,1996-07-24,Returning Customer,High,0.0
1997-05-12,30,10,LEHMS,Nord-Ost Matjeshering,25.89,5,1997,258.9,0,2,weekday,1996-08-13,Returning Customer,Low,-0.3333333333333335
1997-05-12,40,10,LEHMS,Boston Crab Meat,18.4,5,1997,184.0,0,2,weekday,1996-08-13,Returning Customer,Low,-0.33333333333333337
1997-05-12,54,10,LEHMS,Tourtière,7.45,5,1997,74.5,0,2,weekday,1996-08-13,Returning Customer,Low,-0.33333333333333337
1997-05-13,11,50,ANTON,Queso Cabrales,21.0,5,1997,1050.0,1,2,weekday,1996-11-27,Returning Customer,High,15.666666666666668
1997-05-13,40,10,ANTON,Boston Crab Meat,18.4,5,1997,184.0,1,2,weekday,1996-11-27,Returning Customer,Low,0.0
1997-05-13,57,5,ANTON,Ravioli Angelo,19.5,5,1997,97.5,1,2,weekday,1996-11-27,Returning Customer,Low,0.0
1997-05-13,59,15,ANTON,Raclette Courdavault,55.0,5,1997,825.0,1,2,weekday,1996-11-27,Returning Customer,Low,6.5
1997-05-14,12,15,LEHMS,Queso Manchego La Pastora,38.0,5,1997,570.0,2,2,weekday,1996-08-13,Returning Customer,Low,0.0
1997-05-14,31,20,LEHMS,Gorgonzola Telino,12.5,5,1997,250.0,2,2,weekday,1996-08-13,Returning Customer,Low,0.0
1997-05-14,33,30,LEHMS,Geitost,2.5,5,1997,75.0,2,2,weekday,1996-08-13,Returning Customer,High,2.75
1997-05-14,60,35,LEHMS,Camembert Pierrot,34.0,5,1997,1190.0,2,2,weekday,1996-08-13,Returning Customer,High,0.0
1997-05-14,31,30,RICSU,Gorgonzola Telino,12.5,5,1997,375.0,2,2,weekday,1996-07-12,Returning Customer,High,0.5
1997-05-14,51,6,RICSU,Manjimup Dried Apples,53.0,5,1997,318.0,2,2,weekday,1996-07-12,Returning Customer,Low,0.0
1997-05-14,58,20,RICSU,Escargots de Bourgogne,13.25,5,1997,265.0,2,2,weekday,1996-07-12,Returning Customer,Low,0.0
1997-05-14,72,21,RICSU,Mozzarella di Giovanni,34.8,5,1997,730.8,2,2,weekday,1996-07-12,Returning Customer,Low,-0.125
1997-05-14,73,9,RICSU,Röd Kaviar,15.0,5,1997,135.0,2,2,weekday,1996-07-12,Returning Customer,Low,-0.625
